,,,,,,,,,,,,,
724-11-30579-34472,7569,MWFAJUB,3447,WSUL1,2,140,WCDMA,"-11-29-23,89","-37-44-35,38",SE,CRISTINÁPOLIS,POVOADO MANOEL JOAQUIM,"RUA POVOADO MANOEL JOAQUIM, S/N"
724-11-30579-34475,7569,MWFAJUB,3447,WSUL1,5,50,WCDMA,"-11-29-23,89","-37-44-35,38",SE,CRISTINÁPOLIS,POVOADO MANOEL JOAQUIM,"RUA POVOADO MANOEL JOAQUIM, S/N"
724-11-30579-34476,7569,MWFAJUB,3447,WSUL1,6,140,WCDMA,"-11-29-23,89","-37-44-35,38",SE,CRISTINÁPOLIS,POVOADO MANOEL JOAQUIM,"RUA POVOADO MANOEL JOAQUIM, S/N"
724-11-40379-34791,7569,MWFAJUB,3479,WTDG2,1,100,WCDMA,"-11-22-30,70","-37-50-18,70",SE,TOMAR DO GERU,Centro,PRAÇA PEDRO DE BALBINO - Nº S/N°
724-11-40379-34792,7569,MWFAJUB,3479,WTDG2,2,260,WCDMA,"-11-22-30,70","-37-50-18,70",SE,TOMAR DO GERU,Centro,PRAÇA PEDRO DE BALBINO - Nº S/N°
724-11-40379-34793,7569,MWFAJUB,3479,WTDG2,3,340,WCDMA,"-11-22-30,70","-37-50-18,70",SE,TOMAR DO GERU,Centro,PRAÇA PEDRO DE BALBINO - Nº S/N°
724-11-40379-34795,7569,MWFAJUB,3479,WTDG2,5,100,WCDMA,"-11-22-30,70","-37-50-18,70",SE,TOMAR DO GERU,Centro,PRAÇA PEDRO DE BALBINO - Nº S/N°
724-11-40379-34796,7569,MWFAJUB,3479,WTDG2,6,260,WCDMA,"-11-22-30,70","-37-50-18,70",SE,TOMAR DO GERU,Centro,PRAÇA PEDRO DE BALBINO - Nº S/N°
724-11-40379-34797,7569,MWFAJUB,3479,WTDG2,7,340,WCDMA,"-11-22-30,70","-37-50-18,70",SE,TOMAR DO GERU,Centro,PRAÇA PEDRO DE BALBINO - Nº S/N°
724-11-40379-34831,7569,MWFAJUB,3483,WUUC2,1,40,WCDMA,"-11-22-48,80","-37-39-45,20",SE,UMBAÚBA,CENTRO,"RUA ANICETO LIMA, S/N"
724-11-40379-34833,7569,MWFAJUB,3483,WUUC2,3,280,WCDMA,"-11-22-48,80","-37-39-45,20",SE,UMBAÚBA,CENTRO,"RUA ANICETO LIMA, S/N"
724-11-40379-34835,7569,MWFAJUB,3483,WUUC2,5,40,WCDMA,"-11-22-48,80","-37-39-45,20",SE,UMBAÚBA,CENTRO,"RUA ANICETO LIMA, S/N"
724-11-40379-34837,7569,MWFAJUB,3483,WUUC2,7,280,WCDMA,"-11-22-48,80","-37-39-45,20",SE,UMBAÚBA,CENTRO,"RUA ANICETO LIMA, S/N"
724-11-40379-34872,7569,MWFAJUB,3487,WEPS2,2,150,WCDMA,"-11-16-10,01","-37-26-20,69",SE,ESTÂNCIA,CENTRO,"RUA DOUTOR PEDRO SOARES, S/N - BAIRRO CENTRO"
724-11-40379-34876,7569,MWFAJUB,3487,WEPS2,6,150,WCDMA,"-11-16-10,01","-37-26-20,69",SE,ESTÂNCIA,CENTRO,"RUA DOUTOR PEDRO SOARES, S/N - BAIRRO CENTRO"
724-11-40379-34877,7569,MWFAJUB,3487,WEPS2,7,310,WCDMA,"-11-16-10,01","-37-26-20,69",SE,ESTÂNCIA,CENTRO,"RUA DOUTOR PEDRO SOARES, S/N - BAIRRO CENTRO"
724-11-30579-35281,7569,MWFAJUB,3528,WCSP2,1,40,WCDMA,"-11-28-32,58","-37-45-18,13",SE,CRISTINÁPOLIS,Centro,"PRAÇA DA BANDEIRA, Nº 33"
724-11-30579-35282,7569,MWFAJUB,3528,WCSP2,2,160,WCDMA,"-11-28-32,58","-37-45-18,13",SE,CRISTINÁPOLIS,Centro,"PRAÇA DA BANDEIRA, Nº 33"
724-11-30579-35283,7569,MWFAJUB,3528,WCSP2,3,280,WCDMA,"-11-28-32,58","-37-45-18,13",SE,CRISTINÁPOLIS,Centro,"PRAÇA DA BANDEIRA, Nº 33"
724-11-40379-35321,7569,MWFAJUB,3532,WUUB2,1,40,WCDMA,"-11-23-01,68","-37-39-23,93",SE,UMBAÚBA,CENTRO,"PRAÇA RUI SOARES, Nº 178"
724-11-40379-35323,7569,MWFAJUB,3532,WUUB2,3,280,WCDMA,"-11-23-01,68","-37-39-23,93",SE,UMBAÚBA,CENTRO,"PRAÇA RUI SOARES, Nº 178"
724-11-40379-35325,7569,MWFAJUB,3532,WUUB2,5,40,WCDMA,"-11-23-01,68","-37-39-23,93",SE,UMBAÚBA,CENTRO,"PRAÇA RUI SOARES, Nº 178"
724-11-40379-35327,7569,MWFAJUB,3532,WUUB2,7,280,WCDMA,"-11-23-01,68","-37-39-23,93",SE,UMBAÚBA,CENTRO,"PRAÇA RUI SOARES, Nº 178"
724-11-40379-35335,7569,MWFAJUB,3533,WEMO2,5,80,WCDMA,"-11-15-53,10","-37-26-15,30",SE,ESTÂNCIA,CENTRO,"RUA MARECHAL DEODORO, N° 510"
724-11-40379-35336,7569,MWFAJUB,3533,WEMO2,6,160,WCDMA,"-11-15-53,10","-37-26-15,30",SE,ESTÂNCIA,CENTRO,"RUA MARECHAL DEODORO, N° 510"
724-11-40379-35623,7569,MWFAJUB,3562,WESS1,3,300,WCDMA,"-11-16-23,50","-37-25-52,60",SE,ESTÂNCIA,JARDIM SÃO JORGE,"TRAVESSA JORGE LUIZ M. DE MENEZES, 105"
724-11-40379-35803,7569,MWFAJUB,3580,WEAC1,3,270,WCDMA,"-11-14-56,70","-37-25-59,40",SE,ESTÂNCIA,VALADARES,"RUA B, S/N - BAIRRO VALADARES"
724-11-40379-35807,7569,MWFAJUB,3580,WEAC1,7,270,WCDMA,"-11-14-56,70","-37-25-59,40",SE,ESTÂNCIA,VALADARES,"RUA B, S/N - BAIRRO VALADARES"
724-11-40379-36282,7569,MWFAJUB,3628,WIJM1,2,210,WCDMA,"-11-19-41,1","-37-45-1,1",SE,ITABAIANINHA,POVOADO JARDIM,"RUA PROJETADA, S/N, POVOADO JARDIM"
724-11-40379-36286,7569,MWFAJUB,3628,WIJM1,6,210,WCDMA,"-11-19-41,1","-37-45-1,1",SE,ITABAIANINHA,POVOADO JARDIM,"RUA PROJETADA, S/N, POVOADO JARDIM"
724-11-40479-36412,7569,MWFAJUB,3641,WCMO1,2,260,WCDMA,"-09-39-48,80","-37-47-00,06",SE,CANINDÉ DE SÃO FRANCISCO,CENTRO,"RUA GALDINO PEREIRA LEITE,"
724-11-40379-36971,7569,MWFAJUB,3697,WINN1,1,50,WCDMA,"-11-16-30,98","-37-47-19,32",SE,ITABAIANINHA,CENTRO,"RUA BENÍCIO FREIRE, Nº 25"
724-11-40379-36972,7569,MWFAJUB,3697,WINN1,2,180,WCDMA,"-11-16-30,98","-37-47-19,32",SE,ITABAIANINHA,CENTRO,"RUA BENÍCIO FREIRE, Nº 25"
724-11-40379-36973,7569,MWFAJUB,3697,WINN1,3,300,WCDMA,"-11-16-30,98","-37-47-19,32",SE,ITABAIANINHA,CENTRO,"RUA BENÍCIO FREIRE, Nº 25"
724-11-40379-36975,7569,MWFAJUB,3697,WINN2,5,50,WCDMA,"-11-16-30,98","-37-47-19,32",SE,ITABAIANINHA,CENTRO,"RUA BENÍCIO FREIRE, Nº 25"
724-11-40379-36976,7569,MWFAJUB,3697,WINN2,6,180,WCDMA,"-11-16-30,98","-37-47-19,32",SE,ITABAIANINHA,CENTRO,"RUA BENÍCIO FREIRE, Nº 25"
724-11-40379-36977,7569,MWFAJUB,3697,WINN2,7,300,WCDMA,"-11-16-30,98","-37-47-19,32",SE,ITABAIANINHA,CENTRO,"RUA BENÍCIO FREIRE, Nº 25"
724-11-40379-36992,7569,MWFAJUB,3699,WETE3,2,160,WCDMA,"-11-16-15,70","-37-26-31,90",SE,ESTÂNCIA,CENTRO,RUA MONSENHOR JOSÉ PAES SANTIAGO S/N
724-11-40379-36993,7569,MWFAJUB,3699,WETE3,3,260,WCDMA,"-11-16-15,70","-37-26-31,90",SE,ESTÂNCIA,CENTRO,RUA MONSENHOR JOSÉ PAES SANTIAGO S/N
724-11-40379-37736,7569,MWFAJUB,3773,WTBB2,6,210,WCDMA,"-11-11-19,48","-38-00-11,13",SE,TOBIAS BARRETO,CENTRO,"RUA CORONEL JORGE DE LEMOS, Nº 50"
724-11-40379-38031,7569,MWFAJUB,3803,WESC1,1,0,WCDMA,"-11-15-28,70","-37-26-02,10",SE,ESTÂNCIA,Alagoas,"RUA MONSENHOR VITORINO, N. 1113, BAIRRO ALAGOAS"
724-11-40379-38071,7569,MWFAJUB,3807,WTDG1,1,100,WCDMA,"-11-22-30,70","-37-50-18,70",SE,TOMAR DO GERU,Centro,PRAÇA PEDRO DE BALBINO - Nº S/N°
724-11-40379-38072,7569,MWFAJUB,3807,WTDG1,2,260,WCDMA,"-11-22-30,70","-37-50-18,70",SE,TOMAR DO GERU,Centro,PRAÇA PEDRO DE BALBINO - Nº S/N°
724-11-40379-38073,7569,MWFAJUB,3807,WTDG1,3,340,WCDMA,"-11-22-30,70","-37-50-18,70",SE,TOMAR DO GERU,Centro,PRAÇA PEDRO DE BALBINO - Nº S/N°
724-11-40379-39622,7569,MWFAJUB,3962,WETE1,2,160,WCDMA,"-11-16-15,70","-37-26-31,90",SE,ESTÂNCIA,CENTRO,RUA MONSENHOR JOSÉ PAES SANTIAGO S/N
724-11-40379-39626,7569,MWFAJUB,3962,WETE1,6,160,WCDMA,"-11-16-15,70","-37-26-31,90",SE,ESTÂNCIA,CENTRO,RUA MONSENHOR JOSÉ PAES SANTIAGO S/N
724-11-40379-39662,7569,MWFAJUB,3966,WBQM1,2,160,WCDMA,"-11-08-51,68","-37-37-20,02",SE,BOQUIM,CENTRO,"PRAÇA HERMES FONTES, S/N"
724-11-40379-39666,7569,MWFAJUB,3966,WBQM1,6,160,WCDMA,"-11-08-51,68","-37-37-20,02",SE,BOQUIM,CENTRO,"PRAÇA HERMES FONTES, S/N"
724-11-40379-39685,7569,MWFAJUB,3968,WLGT1,5,50,WCDMA,"-10-55-03,57","-37-40-21,12",SE,LAGARTO,Centro,"PRAÇA FILOMENO HORA , Nº 96"
724-11-40379-39703,7569,MWFAJUB,3970,WPED1,3,",225",WCDMA,"-11-11-24,57","-37-43-55,71",SE,PEDRINHAS,FAZENDA MATA VERDE,"FAZENDA MATA VERDE, ESTAÇÃO REPETIDORA EMBRATEL"
724-11-40379-39707,7569,MWFAJUB,3970,WPED1,7,225,WCDMA,"-11-11-24,57","-37-43-55,71",SE,PEDRINHAS,FAZENDA MATA VERDE,"FAZENDA MATA VERDE, ESTAÇÃO REPETIDORA EMBRATEL"
724-11-30579-39711,7569,MWFAJUB,3971,WCSP1,1,40,WCDMA,"-11-28-32,58","-37-45-18,13",SE,CRISTINÁPOLIS,Centro,"PRAÇA DA BANDEIRA, Nº 33"
724-11-30579-39712,7569,MWFAJUB,3971,WCSP1,2,160,WCDMA,"-11-28-32,58","-37-45-18,13",SE,CRISTINÁPOLIS,Centro,"PRAÇA DA BANDEIRA, Nº 33"
724-11-30579-39713,7569,MWFAJUB,3971,WCSP1,3,280,WCDMA,"-11-28-32,58","-37-45-18,13",SE,CRISTINÁPOLIS,Centro,"PRAÇA DA BANDEIRA, Nº 33"
724-11-30579-39715,7569,MWFAJUB,3971,WCSP1,5,40,WCDMA,"-11-28-32,58","-37-45-18,13",SE,CRISTINÁPOLIS,Centro,"PRAÇA DA BANDEIRA, Nº 33"
724-11-30579-39716,7569,MWFAJUB,3971,WCSP1,6,160,WCDMA,"-11-28-32,58","-37-45-18,13",SE,CRISTINÁPOLIS,Centro,"PRAÇA DA BANDEIRA, Nº 33"
724-11-30579-39717,7569,MWFAJUB,3971,WCSP1,7,280,WCDMA,"-11-28-32,58","-37-45-18,13",SE,CRISTINÁPOLIS,Centro,"PRAÇA DA BANDEIRA, Nº 33"
724-11-40379-39731,7569,MWFAJUB,3973,WINN2,1,50,WCDMA,"-11-16-30,98","-37-47-19,32",SE,ITABAIANINHA,CENTRO,"RUA BENÍCIO FREIRE, Nº 25"
724-11-40379-39732,7569,MWFAJUB,3973,WINN2,2,180,WCDMA,"-11-16-30,98","-37-47-19,32",SE,ITABAIANINHA,CENTRO,"RUA BENÍCIO FREIRE, Nº 25"
724-11-40379-39733,7569,MWFAJUB,3973,WINN2,3,300,WCDMA,"-11-16-30,98","-37-47-19,32",SE,ITABAIANINHA,CENTRO,"RUA BENÍCIO FREIRE, Nº 25"
724-11-40379-39861,7569,MWFAJUB,3986,WUUC1,1,40,WCDMA,"-11-22-48,80","-37-39-45,20",SE,UMBAÚBA,CENTRO,"RUA ANICETO LIMA, S/N"
724-11-40379-39862,7569,MWFAJUB,3986,WUUC1,2,160,WCDMA,"-11-22-48,80","-37-39-45,20",SE,UMBAÚBA,CENTRO,"RUA ANICETO LIMA, S/N"
724-11-40379-39863,7569,MWFAJUB,3986,WUUC1,3,280,WCDMA,"-11-22-48,80","-37-39-45,20",SE,UMBAÚBA,CENTRO,"RUA ANICETO LIMA, S/N"
724-11-30579-44471,7569,MWFAJUB,4447,WSUL1,1,50,WCDMA,"-11-29-23,89","-37-44-35,38",SE,CRISTINÁPOLIS,POVOADO MANOEL JOAQUIM,"RUA POVOADO MANOEL JOAQUIM, S/N"
724-11-30579-44472,7569,MWFAJUB,4447,WSUL1,2,140,WCDMA,"-11-29-23,89","-37-44-35,38",SE,CRISTINÁPOLIS,POVOADO MANOEL JOAQUIM,"RUA POVOADO MANOEL JOAQUIM, S/N"
724-11-40379-44862,7569,MWFAJUB,4486,WEPS1,2,150,WCDMA,"-11-16-10,01","-37-26-20,69",SE,ESTÂNCIA,CENTRO,"RUA DOUTOR PEDRO SOARES, S/N - BAIRRO CENTRO"
724-11-30579-45281,7569,MWFAJUB,4528,WCSP2,1,40,WCDMA,"-11-28-32,58","-37-45-18,13",SE,CRISTINÁPOLIS,Centro,"PRAÇA DA BANDEIRA, Nº 33"
724-11-30579-45282,7569,MWFAJUB,4528,WCSP2,2,160,WCDMA,"-11-28-32,58","-37-45-18,13",SE,CRISTINÁPOLIS,Centro,"PRAÇA DA BANDEIRA, Nº 33"
724-11-30579-45283,7569,MWFAJUB,4528,WCSP2,3,280,WCDMA,"-11-28-32,58","-37-45-18,13",SE,CRISTINÁPOLIS,Centro,"PRAÇA DA BANDEIRA, Nº 33"
724-11-40379-45811,7569,MWFAJUB,4581,WEAC2,1,20,WCDMA,"-11-14-56,70","-37-25-59,40",SE,ESTÂNCIA,VALADARES,"RUA B, S/N - BAIRRO VALADARES"
724-11-40379-45813,7569,MWFAJUB,4581,WEAC2,3,270,WCDMA,"-11-14-56,70","-37-25-59,40",SE,ESTÂNCIA,VALADARES,"RUA B, S/N - BAIRRO VALADARES"
724-11-40379-46062,7569,MWFAJUB,4606,WIIH1,2,120,WCDMA,"-11-14-49,93","-37-52-57,40",SE,ITABAIANINHA,ILHA,TRAVESSA DA RUA NOVA
724-11-40379-46231,7569,MWFAJUB,4623,WTCG1,1,70,WCDMA,"-11-17-41,28","-37-56-20,30",SE,TOMAR DO GERU,CAMPO GRANDE,RUA PROJETADA
724-11-40379-46232,7569,MWFAJUB,4623,WTCG1,2,180,WCDMA,"-11-17-41,28","-37-56-20,30",SE,TOMAR DO GERU,CAMPO GRANDE,RUA PROJETADA
724-11-40379-46282,7569,MWFAJUB,4628,WIJM1,2,210,WCDMA,"-11-19-41,1","-37-45-1,1",SE,ITABAIANINHA,POVOADO JARDIM,"RUA PROJETADA, S/N, POVOADO JARDIM"
724-11-40379-46283,7569,MWFAJUB,4628,WIJM1,3,330,WCDMA,"-11-19-41,1","-37-45-1,1",SE,ITABAIANINHA,POVOADO JARDIM,"RUA PROJETADA, S/N, POVOADO JARDIM"
724-11-40379-47832,7569,MWFAJUB,4783,WETE2,2,160,WCDMA,"-11-16-15,70","-37-26-31,90",SE,ESTÂNCIA,CENTRO,RUA MONSENHOR JOSÉ PAES SANTIAGO S/N
724-11-40379-47833,7569,MWFAJUB,4783,WETE2,3,260,WCDMA,"-11-16-15,70","-37-26-31,90",SE,ESTÂNCIA,CENTRO,RUA MONSENHOR JOSÉ PAES SANTIAGO S/N
724-11-40379-48071,7569,MWFAJUB,4807,WTDG1,1,100,WCDMA,"-11-22-30,70","-37-50-18,70",SE,TOMAR DO GERU,Centro,PRAÇA PEDRO DE BALBINO - Nº S/N°
724-11-40379-48072,7569,MWFAJUB,4807,WTDG1,2,260,WCDMA,"-11-22-30,70","-37-50-18,70",SE,TOMAR DO GERU,Centro,PRAÇA PEDRO DE BALBINO - Nº S/N°
724-11-40379-48073,7569,MWFAJUB,4807,WTDG1,3,340,WCDMA,"-11-22-30,70","-37-50-18,70",SE,TOMAR DO GERU,Centro,PRAÇA PEDRO DE BALBINO - Nº S/N°
724-11-40379-49703,7569,MWFAJUB,4970,WPED1,3,",225",WCDMA,"-11-11-24,57","-37-43-55,71",SE,PEDRINHAS,FAZENDA MATA VERDE,"FAZENDA MATA VERDE, ESTAÇÃO REPETIDORA EMBRATEL"
724-11-40379-49731,7569,MWFAJUB,4973,WINN1,1,50,WCDMA,"-11-16-30,98","-37-47-19,32",SE,ITABAIANINHA,CENTRO,"RUA BENÍCIO FREIRE, Nº 25"
724-11-40379-49732,7569,MWFAJUB,4973,WINN1,2,180,WCDMA,"-11-16-30,98","-37-47-19,32",SE,ITABAIANINHA,CENTRO,"RUA BENÍCIO FREIRE, Nº 25"
724-11-40379-49733,7569,MWFAJUB,4973,WINN1,3,300,WCDMA,"-11-16-30,98","-37-47-19,32",SE,ITABAIANINHA,CENTRO,"RUA BENÍCIO FREIRE, Nº 25"
724-11-00979-09611,7573,MWHAJUC,961,GRBP1,1,0,GSM,"-10-32-38,39","-37-26-12,91",SE,RIBEIRÓPOLIS,CENTRO,"RUA FREI INOCÊNCIO, S/N"
724-11-40579-34031,7573,MWHAJUC,3403,WIAJ1,1,50,WCDMA,"-10-59-53,50","-37-18-21,40",SE,ITAPORANGA D'AJUDA,CENTRO,RUA VEREADOR RONALDO OLIVEIRA
724-11-40679-34402,7573,MWHAJUC,3440,WFFN1,2,180,WCDMA,"-10-46-22,80","-37-08-40,92",SE,LARANJEIRAS,PEDRA BRANCA,"RODOVIA SE-211, KM-01 - PEDRA BRANCA"
724-11-40679-38291,7573,MWHAJUC,3829,WEMD2,1,40,WCDMA,"-10-54-34,58","-37-06-29,70",SE,ARACAJU,CENTRO,"ADMINISTRATIVO AUGUSTO FRANCO, S/N"
724-11-40679-38461,7573,MWHAJUC,3846,WEMD1,1,40,WCDMA,"-10-54-34,58","-37-06-29,70",SE,ARACAJU,CENTRO,"ADMINISTRATIVO AUGUSTO FRANCO, S/N"
724-11-40679-38463,7573,MWHAJUC,3846,WEMD1,3,215,WCDMA,"-10-54-34,58","-37-06-29,70",SE,ARACAJU,CENTRO,"ADMINISTRATIVO AUGUSTO FRANCO, S/N"
724-11-40679-38465,7573,MWHAJUC,3846,WEMD1,5,40,WCDMA,"-10-54-34,58","-37-06-29,70",SE,ARACAJU,CENTRO,"ADMINISTRATIVO AUGUSTO FRANCO, S/N"
724-11-40679-38467,7573,MWHAJUC,3846,WEMD1,7,215,WCDMA,"-10-54-34,58","-37-06-29,70",SE,ARACAJU,CENTRO,"ADMINISTRATIVO AUGUSTO FRANCO, S/N"
724-11-40679-38846,7573,MWHAJUC,3884,WCJJ1,6,170,WCDMA,"-10-53-41,19","-37-08-56,15",SE,NOSSA SENHORA DO SOCORRO,Centro,RUA B1 - Nº 18
724-11-40679-38847,7573,MWHAJUC,3884,WCJJ1,7,280,WCDMA,"-10-53-41,19","-37-08-56,15",SE,NOSSA SENHORA DO SOCORRO,Centro,RUA B1 - Nº 18
724-11-40579-39601,7573,MWHAJUC,3960,WRBR1,1,220,WCDMA,"-10-49-25,38","-37-25-52,03",SE,ITABAIANA,POVOADO DE RIBEIRA,"MORRO DO CEMITERIO DAS DORES, POVOADO DE RIBEIRA"
724-11-40579-44031,7573,MWHAJUC,4403,WIAJ1,1,50,WCDMA,"-10-59-53,50","-37-18-21,40",SE,ITAPORANGA D'AJUDA,CENTRO,RUA VEREADOR RONALDO OLIVEIRA
724-11-40579-48062,7573,MWHAJUC,4806,WICG1,2,160,WCDMA,"-10-41-28,90","-37-26-17,20",SE,ITABAIANA,CAMPO GRANDE,"RUA BENEDITO SANTANA, S/N"
724-11-00475-05051,7577,MWKTCSC,505,GRRL1,1,0,GSM,"-11-29-18,19","-37-55-50,43",BA,RIO REAL,Centro,"ESQUINA DA RUA SÃO PAULO C/ A RUA PROF, EDVALDO BO"
724-11-0000139-003,,CORE PS,,TEAC1,3,270,LTE,"-11-14-56,70","-37-25-59,40",SE,ESTÂNCIA,VALADARES,"RUA B, S/N - BAIRRO VALADARES"
724-11-0001908-001,,CORE PS,,TEBT1,1,50,LTE,"-10-54-59,98","-37-03-16,70",SE,ARACAJU,CENTRO,"RUA ITAPORANGA, 179"
